HTA_maille,surface_tertiaire_electricite,surface_tertiaire_non_electricite,surface_residentiel_collectif_electricite,surface_residentiel_collectif_non_electricite,surface_residentiel_individuel_electricite,surface_residentiel_individuel_non_electricite,surface_dependance,surface_secondaire,CARREAU_nb_individus_0_3,CARREAU_nb_individus_4_5,CARREAU_nb_individus_6_10,CARREAU_nb_individus_11_17,CARREAU_nb_individus_18_24,CARREAU_nb_individus_25_39,CARREAU_nb_individus_40_54,CARREAU_nb_individus_55_64,CARREAU_nb_individus_65_79,CARREAU_nb_individus_80_plus,CARREAU_nb_individus_age_inconnu,CARREAU_revenu_bat,FUS_nb_log,CARREAU_nb_menages,CARREAU_nb_menages_pauvres,CARREAU_nb_menages_1_individu,CARREAU_nb_menages_5_indiv_et_plus,CARREAU_nb_menages_proprietaires,CARREAU_nb_menages_monoparentaux,CARREAU_surface_logements_carreau,CARREAU_nb_menages_logements_collectifs,CARREAU_nb_menages_maisons,CARREAU_nb_logements_sociaux,CARREAU_nb_individus,BDNB_hauteur,FUS_annee_construction,CARREAU_surface_par_personne,CARREAU_age_moyen_occupants,CARREAU_revenu_par_habitant,pred_residential_mwh,pred_non_residential_mwh,pred_total_mwh,aggregation_type,source_meshes,n_base_meshes_combined
F03_F04_F05_F17_F25,177090.116,326252.2309,746834.2875,1262595.048,13166.72224,74009.01173,11441.82717,584.7808213,763.8203455,407.5420817,944.1926295,1322.488897,2028.894994,5354.066136,3645.160462,2035.564579,2588.359353,1272.079744,13.37104186,557828897.6,32194.15868,11010.47565,1647.971548,5769.370316,411.1190416,4781.230595,980.870289,808758.5183,10722.14958,288.3260657,1049.659174,20375.54026,19.09156072,1930.438857,103.2135905,40.73080968,27377.37946,37995.12856,52110.82097,90105.94953,pair_merge,"F03_F04_F05_F17,F25",2
F03_F04_F05_F17_F28,238908.5346,343848.9674,636919.0385,1018003.045,18370.85273,85826.93129,9071.3697,813.1708213,593.2631794,323.4154177,788.4672048,1113.109903,1654.661398,4134.000148,2973.378823,1729.917498,2180.617134,1056.835158,14.61253876,455995612.9,26758.67055,8866.59653,1337.948039,4582.804873,356.6003153,3887.630364,793.510175,665634.8374,8594.351454,272.2450768,929.4710986,16562.2784,18.47300496,1928.104891,106.6005187,41.10465577,27532.17896,31686.78204,58099.14438,89785.92642,pair_merge,"F03_F04_F05_F17,F28",2
F03_F04_F05_F17_F29,256143.1809,313562.0486,754850.8046,1060076.523,12761.87139,71072.18243,14821.4397,1194.210821,663.7274548,348.37038,872.182792,1210.847613,1922.994623,4939.543635,3331.993077,1789.301788,2241.625192,1094.138294,13.92727283,496970407.9,30665.11536,10071.05409,1717.832187,5399.464189,377.8196707,4051.437382,895.2907345,720582.9828,9863.02771,208.0263788,1110.44246,18428.65212,18.76656619,1928.13789,103.3818952,40.28546229,26967.2684,35615.90698,59353.85066,94969.75764,pair_merge,"F03_F04_F05_F17,F29",2
F03_F04_F05_F17_F30,158076.7826,308976.866,647436.0953,1011050.154,9896.300112,64327.93719,8394.8447,584.7808213,567.6735982,299.1543101,743.3885026,1049.677926,1624.072886,4163.113206,2847.116494,1597.193163,2050.36597,1015.173,13.82028134,444699866.2,25808.24471,8648.742789,1329.902086,4551.93692,328.0281672,3666.263529,752.6538883,646397.1353,8449.427801,199.3149881,854.2297222,15970.74934,19.10772815,1921.095081,108.895209,40.88280183,27844.64628,31177.5134,48376.43823,79553.95163,pair_merge,"F03_F04_F05_F17,F30",2
F07_F08,97044.77478,203698.9829,232632.7211,709249.053,5380.661936,55277.39317,3023.940442,14920.54558,533.8302726,260.4492144,688.5489268,838.9843563,995.9283912,3024.385002,2134.269442,1119.477692,1268.394478,751.1283844,16.8171577,256279934,21127.25905,5973.514477,1082.055769,2970.787589,313.6195247,2465.93121,664.9541121,385461.5473,5810.095617,163.41886,1038.617066,11632.21332,17.18861618,1976.94281,86.23856907,39.46038854,22031.91491,17097.82509,31496.88556,48594.71064,pair_merge,"F07,F08",2
F07_F27,85536.65939,115510.5978,406874.4844,587810.482,17423.26799,70635.25499,6348.009671,8739.925296,575.6245387,280.8759426,668.5168361,817.2839183,1139.007486,3618.25023,2312.557032,1226.471144,1442.719689,888.924626,9.756036009,302326761,24228.31417,7068.466294,1101.060816,3752.114564,268.8163065,3223.845931,704.5153183,454288.5172,6816.078478,252.3878159,596.2297632,12979.98748,17.67663762,1965.753507,83.47332873,40.0401216,23291.76061,21279.48335,20222.67149,41502.15484,pair_merge,"F07,F27",2
F07_F28,143035.5616,146817.1832,264272.7055,411229.1504,12574.83455,58403.77434,2523.470442,2984.180296,390.5201414,191.1931488,463.5620584,573.1240994,773.2387342,2370.476291,1640.170572,858.2191731,933.7314296,528.1698532,9.155902957,205548802.3,16303.59943,4667.124201,704.675593,2415.280827,192.0234454,2128.138942,468.429819,300295.6435,4457.624365,209.4998356,414.6519059,8731.561404,15.79660197,1968.008792,85.54387842,39.5744564,23540.89868,14134.31258,27183.06403,41317.37661,pair_merge,"F07,F28",2
F07_F31,75234.42895,107405.3296,319877.5641,510589.276,11422.13424,77612.19586,13932.96352,3005.258763,504.233172,239.5469231,586.2865714,721.9247124,1013.230721,3243.861239,2102.047772,1047.23859,1110.390477,668.5755627,9.359937264,258170121.7,20274.91796,6145.833712,1049.458723,3286.193889,224.9325773,2622.145422,642.0472425,380091.5796,5845.665661,300.1680502,635.1813318,11246.69568,16.88842351,1963.451164,81.79756605,39.08676338,22955.1976,18585.18176,17826.59484,36411.7766,pair_merge,"F07,F31",2
F08_F31,96632.09145,155616.1322,221377.7142,627863.9433,10194.9723,64899.97951,13263.01308,12414.22375,469.4773559,236.0954197,612.8681893,776.3299437,921.1950522,2829.354641,1961.50511,1063.73722,1175.889487,655.9391141,10.41832417,236268231.5,17337.16589,5609.256006,1111.178753,2882.967917,268.6273067,2254.277786,610.2999997,359386.9732,5387.474508,221.7814972,1055.730845,10712.80986,18.00771061,1967.786633,86.29771849,39.51574171,22054.73957,17106.81786,25794.80925,42901.62711,pair_merge,"F08,F31",2
F08_F32,116781.1233,169644.529,291827.5786,718086.4099,7853.535078,34560.86271,3904.011136,14024.43529,527.6550103,257.7504004,657.3854093,811.9501692,1015.895139,3265.515921,2240.961225,1231.463367,1368.104299,716.159253,9.961608105,280301342.5,21001.87098,6477.577231,1179.945213,3396.981813,274.8343317,2589.415066,637.2192464,411782.533,6366.906372,110.6708598,1217.570982,12102.8018,17.23410349,1972.047342,86.98419825,39.85708055,23160.03741,19269.67284,30135.14954,49404.82237,pair_merge,"F08,F32",2
F10_F12,77539.41067,285955.5252,71103.50888,976444.4279,15477.87886,73498.29471,7712.94,15685.79424,855.734892,435.9643525,1035.777372,1323.437793,1207.756636,3069.178725,2674.574409,1496.990639,1597.953088,815.6864551,19.80293909,284663879.1,29905.26512,6597.884236,1486.256565,2781.861673,549.9165401,2612.013118,925.0963336,446668.7076,6274.737747,323.1464893,2390.78689,14532.8573,15.65642502,1976.834849,78.2488417,38.03782686,19587.60574,16491.49989,34290.30851,50781.80841,pair_merge,"F10,F12",2
F10_F13,82790.2449,306856.5509,85025.6652,1116041.509,12305.6775,64413.50777,8994.165922,15464.1792,925.7602821,472.6435494,1211.89456,1646.620373,1272.007475,3019.146298,3017.933204,1782.632568,2103.638497,824.0353737,56.4913831,315545111.6,28057.20137,7125.045225,1680.976564,2869.629551,716.7996197,3016.430936,996.9754523,513564.4432,6853.303165,271.7420603,2678.730097,16332.80356,19.33223541,1982.29711,78.27446734,38.51161811,19319.7151,17796.65093,38996.28614,56792.93707,pair_merge,"F10,F13",2
F10_F14,84004.5749,247090.2912,64260.3952,725179.4758,18318.4875,68174.4482,7149.17,49849.1042,575.0095609,277.1364324,721.2720096,953.9495237,827.3217793,2073.449937,1865.731097,1100.313952,1220.786032,603.0340734,24.86786465,205251827.6,21916.85599,4596.101313,963.1758148,1906.879369,411.5509441,1887.960265,610.5064546,327219.8823,4334.502381,261.5989324,1623.962974,10242.87226,16.00447424,1980.629327,85.58028689,38.78519376,20038.5031,12497.1612,35995.70964,48492.87084,pair_merge,"F10,F14",2
F10_F25,103990.2617,117765.7628,271370.4592,827963.0487,14979.98963,54775.62821,10196.15247,15067.3142,686.6371403,337.9425008,788.3852216,1054.349645,1211.560551,3419.174872,2546.85378,1378.969792,1583.352644,784.4465801,16.31195966,320193921.6,26742.12376,6909.581038,1110.813587,3313.088899,368.7583253,3087.374351,752.5985603,474299.6668,6591.323685,318.257353,1247.134159,13807.98469,17.47289761,1967.71206,84.71506105,39.17336479,23189.04089,20043.06463,23084.03097,43127.09561,pair_merge,"F10,F25",2
F12_F13,39136.30577,460233.2637,30631.59368,1156227.76,5957.161357,53542.64609,2408.765922,1015.345042,961.7894198,519.4618081,1247.509146,1641.785936,1263.62361,2992.168237,2947.89237,1746.43707,2014.938124,793.8927134,43.74044418,296403497.2,23891.38296,7015.681838,1954.668419,2854.992405,752.359057,2663.37485,1031.753177,492306.3123,6847.951758,167.7300795,3026.86108,16173.23888,18.79360931,1981.10965,77.06305278,37.96711315,18326.78658,16511.15075,45979.34281,62490.49356,pair_merge,"F12,F13",2
F12_F14,40350.63577,400467.0039,9866.323677,765365.7274,11969.97136,57303.58652,563.77,35400.27004,611.0386986,323.954691,756.8865953,949.1150869,818.9379137,2046.471877,1795.690263,1064.118454,1132.085659,572.891413,12.11692573,186110213.2,17751.03758,4486.737926,1236.86767,1892.242224,447.1103815,1534.904179,645.2841791,305961.7514,4329.150974,157.5869516,1972.093957,10083.30758,15.43564465,1979.129615,83.75283631,37.91615791,18457.25837,11211.66103,42978.76631,54190.42734,pair_merge,"F12,F14",2
F13_F14,45601.47,421368.0296,23788.48,904962.8082,8797.77,48218.79957,1844.995922,35178.655,681.0640888,360.6338879,933.003784,1272.297667,883.1887535,1996.439449,2139.049059,1349.760383,1637.771068,581.2403317,48.80536974,216991445.6,15902.97383,5013.898914,1431.587669,1980.010102,613.9934611,1939.321997,717.1632979,372857.487,4907.716392,106.1825226,2260.037164,11883.25384,19.63515586,1985.073484,82.95437183,38.58578401,18260.27185,12516.81207,47684.74393,60201.556,pair_merge,"F13,F14",2
F15_F16,28082.54275,154337.8246,153485.3799,765032.2139,16560.02396,72782.70951,4265.172307,6018.755754,442.4542237,224.5521042,470.3475428,638.4929571,846.0421473,2430.890483,1626.540019,1016.733569,1197.277176,715.4389073,4.374753585,225011442.3,23979.89948,5007.271954,890.1816935,2536.444251,226.8041575,2311.00908,497.3251157,339278.1541,4692.848304,314.4236492,922.8302764,9613.143883,13.52123788,1970.477755,104.9100492,40.97416256,23406.64459,15712.06054,16803.10602,32515.16656,pair_merge,"F15,F16",2
F15_F18,42279.66175,236593.5318,239495.3243,882404.619,8319.025348,44629.405,9168.776678,2463.995,522.5737752,257.5933691,646.3307667,933.7192925,1047.665914,2902.067446,2217.988818,1186.240692,1527.021219,832.596558,16.14491264,307357463.2,19158.42205,6107.738802,906.741725,2970.777155,307.5383887,2702.055602,609.5345713,452507.0844,5914.876737,192.8620656,1152.628911,12089.94276,17.08056059,1953.577296,97.20936208,40.57884557,25422.57389,19099.26776,26692.07612,45791.34387,pair_merge,"F15,F18",2
F15_F20,37630.15656,137744.8676,376991.6956,1054084.57,18832.35931,77029.13106,11583.71568,996.16,695.4586741,336.9955851,797.5220976,1010.672215,1286.566247,3870.879006,2691.413193,1574.224673,1936.105652,1200.067268,7.471619135,375784308.8,26200.24573,8095.499975,1303.194938,4098.854982,325.0417195,3824.344107,757.0758585,563940.5152,7710.082542,385.4174331,1151.749479,15407.37623,15.96047842,1964.988247,99.14729499,41.24929376,24389.89632,25462.60577,15449.18764,40911.79341,pair_merge,"F15,F20",2
F18_F28,138039.0324,248728.9091,241985.2797,524970.1807,10340.11012,37289.22318,7532.17,1821.395,375.502096,190.707768,513.2496506,761.3376434,806.2104108,2098.30436,1747.62876,904.9814792,1128.603278,533.6956862,13.66940557,231604798.5,13445.25931,4531.785488,666.8841709,2181.202827,253.6674056,1907.020927,467.0030817,340561.3023,4433.800079,97.98540879,917.3195334,9073.890538,18.91847755,1949.10281,89.77238488,39.99065649,25524.31039,14485.91736,36217.608,50703.52536,pair_merge,"F18,F28",2
F20_F22,43189.88879,135264.3338,427086.7828,1085110.169,18795.89554,98849.33344,11887.90941,125.17,775.7499454,378.1438527,922.6471086,1172.2079,1379.86018,4176.845476,3025.591101,1683.796544,2031.150989,1238.323383,10.70001017,398602852.5,30913.22287,8724.062933,1476.225578,4324.505924,368.4276238,3963.738133,894.3605287,605785.5068,8361.924177,362.1387555,1443.067455,16795.01649,17.2020236,1966.318018,97.09178026,40.67769234,23733.40049,26880.48172,15738.22304,42618.70476,pair_merge,"F20,F22",2
F20_F25,71571.10862,132283.5083,489396.9,941242.135,15649.31358,57871.02968,12317.56648,125.17,718.9441609,354.236648,820.1664063,1047.66956,1419.34434,4287.18191,2892.834774,1598.612541,1945.429929,1116.410982,3.754615164,401864928.8,25922.57112,8663.425777,1373.360893,4495.846098,325.6894627,3922.909662,801.9044829,595118.4139,8356.804012,306.6217651,1036.628177,16204.58587,18.40714985,1961.49339,92.83878408,40.54061072,24799.4569,27157.60189,18986.39612,46143.998,pair_merge,"F20,F25",2
F22_F23,28995.42774,143566.0574,220915.5623,850899.1537,8464.609078,93846.98165,3752.290406,0,601.9694814,300.2237302,711.3180717,923.307602,942.0637998,2969.485504,2253.616702,1195.763747,1367.607341,824.0968307,10.97303866,268751562.2,24505.83903,6182.596055,1103.770759,3026.135729,309.2356209,2690.033006,736.6188281,415059.8207,5958.010043,224.5860124,1284.287637,12100.42585,15.9288329,1969.989008,97.07819555,39.77228414,22210.09124,18058.79105,15034.43926,33093.23031,pair_merge,"F22,F23",2
F25_F27,91106.69004,89242.86414,449929.8679,651657.2496,18186.14818,49231.50025,7548.046702,5984.135,568.1157576,292.2950376,625.8370103,815.2078866,1198.515756,3769.900909,2349.697138,1287.358336,1581.297869,868.5742319,1.911671275,331527023.7,21902.39061,7369.377429,1095.424179,3979.947273,245.4336828,3411.786256,663.6038966,491541.6879,7133.214201,236.1632274,513.0021918,13358.7116,18.98934866,1957.599133,87.530363,40.35633275,24817.29029,23145.95346,17888.74097,41034.69443,pair_merge,"F25,F27",2
F25_F28,148605.5922,120549.4496,307328.089,475075.918,13337.71474,37000.01959,3723.507473,228.39,383.0113602,202.6122438,420.8822326,571.0480676,832.7470048,2522.12697,1677.310679,919.106365,1072.30961,507.8194591,1.311538224,234749065,13977.67586,4968.035335,699.0389558,2643.113537,168.6408216,2316.079267,427.5183974,337548.8143,4774.760088,193.2752471,331.4243346,9110.28553,17.52325153,1957.828518,91.40676641,40.0574854,25767.47614,16000.78269,24849.13351,40849.91619,pair_merge,"F25,F28",2
F25_F29,165840.2385,90262.53072,425259.8551,517149.3965,7728.733406,22245.27073,9473.577473,609.43,453.4756357,227.5672061,504.5978198,668.7857776,1101.08023,3327.670457,2035.924932,978.4906553,1133.317667,545.1225949,0.626272288,275723860,17884.12067,6172.492894,1078.923104,3459.772853,189.860177,2479.886284,529.2989569,392496.9596,6043.436345,129.0565491,512.395696,10976.65925,18.21388665,1954.709642,88.58644819,38.86019758,25119.10535,19929.90762,26103.83979,46033.74741,pair_merge,"F25,F29",2
F25_F30,67773.84021,85677.34819,317845.1457,468123.0275,4863.162126,15501.02549,3046.982473,0,357.4217791,178.3511362,375.8035304,507.6160907,802.1584934,2551.240029,1551.04835,786.38203,942.0584448,466.1573015,0.519280804,223453318.3,13027.25002,4750.181594,690.993003,2612.245584,140.0686736,2094.712432,386.6621107,318311.1121,4629.836435,120.3451583,256.1829581,8518.756466,18.83823778,1946.163063,94.65376363,39.56884539,26230.74379,15491.51404,15126.42736,30617.9414,pair_merge,"F25,F30",2
F27_F32,105273.0079,81456.14385,466069.3419,596647.8388,19896.14113,49918.72454,7228.080365,7843.815,569.4492764,278.1771286,637.3533186,790.2497312,1158.974234,3859.381149,2419.248815,1338.456818,1542.429511,853.9554946,2.900486417,326348169.4,24102.9261,7572.529048,1198.950259,4178.308788,230.0311134,3347.329786,676.7804526,480609.5029,7372.889233,199.6398158,775.1836784,13450.57596,17.70991967,1961.073353,84.24099046,40.37678147,24262.76543,23451.3311,18860.93547,42312.26657,pair_merge,"F27,F32",2
F28_F29,227658.6571,107859.2673,315344.6061,272557.3935,12932.8639,34063.19029,7103.12,837.82,282.9184696,143.4405421,348.8723951,459.4067837,726.8466335,2107.604469,1364.143294,672.8435744,725.5754483,329.8780092,1.86776919,173890575.4,12448.63254,4028.613777,768.8995951,2273.20741,135.3414507,1586.286054,341.9388428,249373.2787,3915.638217,112.9755602,392.2076204,7163.397388,16.49357653,1955.554549,88.6308576,38.72878079,24274.87489,13621.56111,32092.1632,45713.72431,pair_merge,"F28,F29",2
F28_F30,129592.2588,103274.0848,207929.8967,223531.0245,10067.29262,27318.94506,676.525,228.39,186.864613,94.22447223,220.0781057,298.2370968,427.9248972,1331.17404,879.2667116,480.7349492,534.3162262,250.9127158,1.760777707,121620033.6,7591.761888,2606.302477,380.9694944,1425.68014,85.54994731,1201.112201,199.3019967,175187.4313,2502.038307,104.2641695,135.9948825,4705.494605,16.67402811,1944.174355,99.6382311,39.94306086,25846.38679,9183.167526,21114.75077,30297.91829,pair_merge,"F28,F30",2
F29_F30,146826.9051,72987.16588,325861.6629,265604.503,4458.31128,12564.1962,6426.595,609.43,257.3288885,119.1794345,303.7936929,395.9748067,696.2581222,2136.717527,1237.880965,540.1192395,595.3242834,288.2158517,1.075511771,162594828.6,11498.2067,3810.760036,760.8536423,2242.339457,106.7693026,1364.919219,301.0825562,230135.5766,3770.714564,40.04547147,316.9662439,6571.868323,17.83296929,1941.719353,92.58990646,37.97578751,24741.03568,13112.29246,22369.45705,35481.74951,pair_merge,"F29,F30",2
F29_F31,159857.5245,68447.41366,370949.4647,371917.5191,11780.16358,53271.61181,18512.61308,858.8984661,396.6315002,191.7943164,471.5969081,608.2073967,966.8386201,2980.989417,1826.020494,861.862991,902.234496,470.2837187,2.071803498,226511894.8,16419.95108,5507.323288,1113.682725,3144.120472,168.2505826,2080.292535,515.5562662,329169.2148,5303.679513,203.6437748,612.7370463,9678.531662,17.6000628,1951.634104,83.47534393,38.38183279,23403.53916,18072.43029,22735.694,40808.1243,pair_merge,"F29,F31",2
F29_F32,180006.5564,82475.81043,441399.3291,462139.9857,9438.726358,22932.49502,9153.611136,2469.11,454.8091545,213.449297,516.1141281,643.8276222,1061.538707,3417.150697,2105.476609,1029.589138,1094.449308,530.5038576,1.615087429,270545005.8,20084.65617,6375.644514,1182.449184,3658.134368,174.4576076,2415.429815,542.4755129,381564.7745,6283.111376,92.53313746,774.5771825,11068.52361,16.78470962,1958.472619,84.58040607,38.8974644,24442.73648,20235.28526,27076.03429,47311.31956,pair_merge,"F29,F32",2
F31_F32,94970.77747,73350.87568,379072.4216,519426.6329,13895.00738,56895.6654,14813.03422,2109.148466,498.0579097,236.8481091,555.1230539,694.8905253,1033.197469,3484.992158,2208.739556,1159.224264,1210.100299,633.6064313,2.504387672,282191530.1,20149.52989,6649.896466,1147.348166,3712.388113,186.1473842,2745.629277,614.3123767,406412.5653,6402.476416,247.4200501,814.135247,11717.28416,16.95109384,1958.112855,82.74608679,39.51151271,24083.35637,20757.02951,16464.85882,37221.88833,pair_merge,"F31,F32",2
